threshold,treat_all,scorecard_recal,scorecard_frozen,ROMA,XGBoost,CatBoost,Random Forest
0.1,0.43859649122807015,0.447953216374269,0.44005847953216376,0.41432748538011693,0.40497076023391815,0.4137426900584795,0.4216374269005848
0.2,0.3684210526315789,0.4256578947368421,0.3881578947368421,0.2861842105263158,0.38552631578947366,0.3756578947368421,0.38026315789473686
0.3,0.27819548872180444,0.39511278195488725,0.3969924812030075,0.26917293233082706,0.3695488721804511,0.36127819548872175,0.34172932330827066
0.4,0.1578947368421052,0.3631578947368421,0.3631578947368421,0.2614035087719298,0.3508771929824561,0.34298245614035083,0.33245614035087717
0.5,-0.010526315789473717,0.3736842105263158,0.3736842105263158,0.23157894736842105,0.3342105263157895,0.3447368421052632,0.3447368421052632
