iter	Logloss
120	0.01134584842
121	0.01118271006
122	0.0110867364
123	0.01099152407
124	0.01090606121
125	0.01076029928
126	0.01050387944
127	0.01026988693
128	0.01023040901
129	0.01018937932
130	0.01010434564
131	0.009949502251
132	0.009895218028
133	0.009740619341
134	0.009672257626
135	0.009632791532
136	0.009537411693
137	0.009477041541
138	0.009383033446
139	0.009352017135
140	0.009222699398
141	0.009145261045
142	0.009067538605
143	0.008971633531
144	0.008899438796
145	0.008824218005
146	0.008805447919
147	0.008779269704
148	0.008746757713
149	0.008643968155
150	0.008587566598
151	0.008539035331
152	0.008421147302
153	0.008371810608
154	0.008297483991
155	0.008225033888
156	0.008185499989
157	0.008137727411
158	0.008122208756
159	0.008083010401
160	0.008038491018
161	0.007996071531
162	0.007948393115
163	0.007904897464
164	0.007893387075
165	0.007813679524
166	0.007751895889
167	0.007716584901
168	0.007616786315
169	0.007574060839
170	0.007561206601
171	0.007532205826
172	0.007499019031
173	0.007489562157
174	0.007443556813
175	0.007401162107
176	0.007327378778
177	0.007214088113
178	0.007161221666
179	0.007088293083
180	0.007079314285
181	0.00707016062
182	0.00699770518
183	0.006956665039
184	0.006910831492
185	0.006887994143
186	0.006866132452
187	0.006865761961
188	0.006793519246
189	0.00671825917
190	0.006607861599
191	0.006570141183
192	0.006494289396
193	0.006460392617
194	0.006438654184
195	0.006422966098
196	0.006351918042
197	0.00633342443
198	0.006333155355
199	0.006321994537
200	0.0062832261
201	0.006276068525
202	0.006260389565
203	0.006223922681
204	0.006191155716
205	0.006141808711
206	0.00613533286
207	0.006116042727
208	0.006023075648
209	0.006023075648
210	0.006005350952
211	0.005977080186
212	0.005941138466
213	0.005896979408
214	0.005896977184
215	0.00586319504
216	0.005846738281
217	0.005817206225
218	0.005799115562
219	0.005741268685
220	0.005733540818
221	0.005725041364
222	0.005686988999
223	0.005644210439
224	0.005582721561
225	0.005545813717
226	0.005530361268
227	0.005493029602
228	0.00547088008
229	0.005451305993
230	0.005439682217
231	0.005425068984
232	0.005417522459
233	0.005336374209
234	0.005310817673
235	0.005302549751
236	0.005276708307
237	0.005256338817
238	0.005231605796
239	0.005185229115
240	0.005173855053
241	0.005173732296
242	0.005158114853
243	0.005099637382
244	0.005071914157
245	0.00503042652
246	0.005008254641
247	0.004964223594
248	0.004953630179
249	0.004913142891
250	0.004895625465
251	0.004866824444
252	0.004855716372
253	0.004813329856
254	0.004770965024
255	0.004731777589
256	0.004685218792
257	0.004673384362
258	0.00465134035
259	0.004632953092
260	0.004618216388
261	0.004606422233
262	0.004603655189
263	0.004589981526
264	0.004568225459
265	0.004549564142
266	0.004533839374
267	0.004515170247
268	0.004491587809
269	0.004487641486
270	0.004466339237
271	0.004450108368
272	0.004412373566
273	0.004412205516
274	0.00439084473
275	0.004373553929
276	0.004359923307
277	0.004329967735
278	0.004317753918
279	0.004288774659
280	0.004267668675
281	0.004256333006
282	0.004228954089
283	0.004228780799
284	0.004220899442
285	0.004196670761
286	0.004171304157
287	0.004160558419
288	0.00413515298
289	0.004117558206
290	0.004117598891
291	0.004090718001
292	0.004063340246
293	0.004051410443
294	0.00404126381
295	0.004041011518
296	0.004016990559
297	0.004002596233
298	0.004002228736
299	0.003988717393
300	0.003967503361
301	0.00396750284
302	0.003965317356
303	0.003960776157
304	0.003953155418
305	0.003953069815
306	0.003940474199
307	0.003940490373
308	0.003940427312
309	0.003915487078
310	0.003886015845
311	0.003858003473
312	0.00385153558
313	0.003841048498
314	0.003830934376
315	0.003801105312
316	0.003782302872
317	0.003774288835
318	0.003766328135
319	0.00375768242
320	0.003750099146
321	0.003729781531
322	0.003707484267
323	0.003686871272
324	0.003674672035
325	0.003667006999
326	0.003659841272
327	0.003645781483
328	0.003645730809
329	0.003621752474
330	0.003621790889
331	0.003610811649
332	0.003610748234
333	0.00361072816
334	0.003605576958
335	0.003605321751
336	0.003605215717
337	0.00360510049
338	0.003604130303
339	0.00359668698
340	0.003588881577
341	0.00357800058
342	0.003566068294
343	0.00355681332
344	0.003542937056
345	0.003525391892
346	0.0035117951
347	0.003509316296
348	0.003498461337
349	0.00348212492
350	0.003467696276
351	0.003433419767
352	0.003418226934
353	0.003407803263
354	0.003401588985
355	0.003394735533
356	0.003380004948
357	0.003371602324
358	0.003365936673
359	0.003354473737
360	0.003343428668
361	0.003335330842
362	0.003325426812
363	0.003317809905
364	0.003307554594
365	0.003301601938
366	0.003291984317
367	0.003275362169
368	0.003266049481
369	0.003255273097
370	0.003255269896
371	0.003236573818
372	0.003227029949
373	0.00322696688
374	0.003217870358
375	0.003209962163
376	0.003209963911
377	0.003207712675
378	0.003199096954
379	0.003196357219
380	0.003189957764
381	0.003183660166
382	0.003183612435
383	0.003183675424
384	0.003182924685
385	0.003174862911
386	0.003164240881
387	0.003158174388
388	0.003155815893
389	0.003150813597
390	0.003140753111
391	0.003138411661
392	0.00312190179
393	0.003121870112
394	0.003114426183
395	0.003100726056
396	0.003100666564
397	0.003100614325
398	0.003100636301
399	0.003099768196
400	0.003094803985
401	0.003094739595
402	0.003086923087
403	0.003070987673
404	0.003064469368
405	0.003058083592
406	0.003049061441
407	0.003048934658
408	0.003040596759
409	0.003033071187
410	0.00303249935
411	0.003032462941
412	0.003032315155
413	0.003032249577
414	0.003032308902
415	0.003027450016
416	0.003027360143
417	0.003022981328
418	0.003022881025
419	0.003022556167
420	0.003013123124
421	0.003003031834
422	0.00300299572
423	0.003002872334
424	0.003002784687
425	0.003001790341
426	0.003000351028
427	0.002998731167
428	0.002997392882
429	0.002993325216
430	0.002993405361
431	0.002993307037
432	0.002993359938
433	0.00298698567
434	0.002986910062
435	0.002986757735
436	0.002986680451
437	0.002986670946
438	0.002986513651
439	0.002971598756
440	0.002971500715
441	0.002963369745
442	0.002954446334
443	0.002946647595
444	0.002946581329
445	0.002946030037
446	0.002946086756
447	0.002942615776
448	0.002927945323
449	0.002927952257
450	0.002919239729
451	0.002919210553
452	0.002915165112
453	0.002906961555
454	0.002906928878
455	0.002902819432
456	0.00290284944
457	0.002902282799
458	0.002902273987
459	0.002901973294
460	0.002897912012
461	0.002897842626
462	0.002897774313
463	0.002897815772
464	0.002897793655
465	0.002896947127
466	0.002892914349
467	0.002892939323
468	0.002892901995
469	0.00289289943
470	0.002882044016
471	0.002876026845
472	0.002876014165
473	0.002875965621
474	0.00287578597
475	0.002869849838
476	0.002861784386
477	0.002861724139
478	0.002861819548
479	0.00286162437
480	0.002842581513
481	0.002838719681
482	0.002838778972
483	0.002838808053
484	0.002838590209
485	0.002838587281
486	0.002821850217
487	0.002802031987
488	0.002783263476
489	0.002782829804
490	0.002782932285
491	0.002764128337
492	0.002759433708
493	0.002759517155
494	0.002759302582
495	0.002757434794
496	0.002757162117
497	0.002756929339
498	0.002756798035
499	0.00275659621
